holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
No,298.4,0.0,0.0,67,Clouds,overcast clouds,2025-08-29 06:00:00,827
No,286.6,2.0,0.0,59,Rain,heavy rain,2025-08-29 07:00:00,2957
No,309.2,0.0,0.0,100,Clear,sky is clear,2025-08-29 08:00:00,4634
No,289.1,0.5,0.0,88,Rain,light rain,2025-08-29 09:00:00,3160
No,290.4,0.0,0.0,82,Clouds,overcast clouds,2025-08-29 10:00:00,1361
No,286.8,0.5,0.0,47,Rain,light rain,2025-08-29 11:00:00,973
No,287.8,0.5,0.0,39,Rain,light rain,2025-08-29 12:00:00,1110
No,298.0,0.0,0.0,27,Clear,sky is clear,2025-08-29 13:00:00,1693
No,301.1,0.0,0.0,34,Clouds,overcast clouds,2025-08-29 14:00:00,1473
No,304.7,2.0,0.0,67,Rain,heavy rain,2025-08-29 15:00:00,924
No,304.7,2.0,0.0,12,Rain,heavy rain,2025-08-29 16:00:00,4224
No,292.7,2.0,0.0,38,Rain,heavy rain,2025-08-29 17:00:00,4167
No,298.8,0.5,0.0,58,Rain,light rain,2025-08-29 18:00:00,3349
No,299.7,2.0,0.0,64,Rain,heavy rain,2025-08-29 19:00:00,472
No,307.7,0.0,0.5,57,Snow,light snow,2025-08-29 20:00:00,200
No,302.3,0.0,0.0,12,Clear,sky is clear,2025-08-29 21:00:00,941
No,290.8,0.0,0.0,16,Clear,sky is clear,2025-08-29 22:00:00,754
No,279.3,2.0,0.0,36,Rain,heavy rain,2025-08-29 23:00:00,200
No,287.3,0.5,0.0,68,Rain,light rain,2025-08-30 00:00:00,200
No,291.9,0.0,0.0,40,Clouds,overcast clouds,2025-08-30 01:00:00,200
No,298.3,0.0,0.0,38,Clear,sky is clear,2025-08-30 02:00:00,200
No,297.5,0.0,0.0,20,Clear,sky is clear,2025-08-30 03:00:00,200
No,296.6,0.0,0.5,31,Snow,light snow,2025-08-30 04:00:00,200
No,310.6,2.0,0.0,49,Rain,heavy rain,2025-08-30 05:00:00,200
No,293.3,0.5,0.0,53,Rain,light rain,2025-08-30 06:00:00,200
No,298.9,0.0,0.0,20,Clear,sky is clear,2025-08-30 07:00:00,3033
No,292.6,2.0,0.0,38,Rain,heavy rain,2025-08-30 08:00:00,2273
No,289.0,2.0,0.0,0,Rain,heavy rain,2025-08-30 09:00:00,3724
No,309.7,0.0,0.0,33,Clear,sky is clear,2025-08-30 10:00:00,478
No,286.3,0.0,0.0,33,Clear,sky is clear,2025-08-30 11:00:00,658
No,296.6,2.0,0.0,69,Rain,heavy rain,2025-08-30 12:00:00,200
No,282.3,0.5,0.0,27,Rain,light rain,2025-08-30 13:00:00,200
No,294.7,0.0,0.5,35,Snow,light snow,2025-08-30 14:00:00,200
No,309.5,0.5,0.0,81,Rain,light rain,2025-08-30 15:00:00,200
No,315.2,0.5,0.0,34,Rain,light rain,2025-08-30 16:00:00,2417
No,291.4,2.0,0.0,71,Rain,heavy rain,2025-08-30 17:00:00,2749
No,289.1,0.5,0.0,78,Rain,light rain,2025-08-30 18:00:00,2792
No,319.5,0.5,0.0,56,Rain,light rain,2025-08-30 19:00:00,200
No,293.6,0.0,0.5,54,Snow,light snow,2025-08-30 20:00:00,200
No,298.1,0.0,0.5,57,Snow,light snow,2025-08-30 21:00:00,200
No,293.3,0.5,0.0,26,Rain,light rain,2025-08-30 22:00:00,200
No,281.3,0.0,0.5,43,Snow,light snow,2025-08-30 23:00:00,200
No,299.5,0.0,0.0,66,Clouds,overcast clouds,2025-08-31 00:00:00,200
No,288.4,0.5,0.0,53,Rain,light rain,2025-08-31 01:00:00,200
No,288.7,0.0,0.0,69,Clouds,overcast clouds,2025-08-31 02:00:00,200
No,299.5,2.0,0.0,58,Rain,heavy rain,2025-08-31 03:00:00,200
No,286.0,0.0,0.0,53,Clouds,overcast clouds,2025-08-31 04:00:00,200
No,298.6,0.0,0.0,40,Clouds,overcast clouds,2025-08-31 05:00:00,200
No,288.4,0.5,0.0,72,Rain,light rain,2025-08-31 06:00:00,200
No,287.9,0.0,0.0,69,Clouds,overcast clouds,2025-08-31 07:00:00,1774
No,302.1,0.5,0.0,43,Rain,light rain,2025-08-31 08:00:00,2466
No,302.3,0.0,0.5,67,Snow,light snow,2025-08-31 09:00:00,2288
No,301.9,0.0,0.5,24,Snow,light snow,2025-08-31 10:00:00,200
No,292.9,0.0,0.0,39,Clouds,overcast clouds,2025-08-31 11:00:00,657
No,296.3,0.5,0.0,30,Rain,light rain,2025-08-31 12:00:00,200
No,300.1,0.0,0.0,70,Clouds,overcast clouds,2025-08-31 13:00:00,524
No,290.8,0.5,0.0,76,Rain,light rain,2025-08-31 14:00:00,200
No,288.9,0.0,0.0,77,Clear,sky is clear,2025-08-31 15:00:00,200
No,297.9,0.5,0.0,86,Rain,light rain,2025-08-31 16:00:00,2894
No,293.5,0.0,0.0,46,Clear,sky is clear,2025-08-31 17:00:00,2023
No,300.1,0.0,0.0,19,Clouds,overcast clouds,2025-08-31 18:00:00,2904
No,298.9,0.5,0.0,62,Rain,light rain,2025-08-31 19:00:00,200
No,288.6,0.0,0.5,72,Snow,light snow,2025-08-31 20:00:00,200
No,277.7,2.0,0.0,23,Rain,heavy rain,2025-08-31 21:00:00,200
No,295.9,0.5,0.0,8,Rain,light rain,2025-08-31 22:00:00,200
No,307.9,0.0,0.0,100,Clear,sky is clear,2025-08-31 23:00:00,200
No,290.4,0.0,0.0,20,Clouds,overcast clouds,2025-09-01 00:00:00,688
No,300.1,0.0,0.0,52,Clouds,overcast clouds,2025-09-01 01:00:00,319
No,297.9,0.0,0.0,12,Clouds,overcast clouds,2025-09-01 02:00:00,715
No,289.1,0.0,0.5,4,Snow,light snow,2025-09-01 03:00:00,200
No,288.2,0.5,0.0,74,Rain,light rain,2025-09-01 04:00:00,200
No,295.2,0.0,0.0,38,Clouds,overcast clouds,2025-09-01 05:00:00,740
No,302.7,0.5,0.0,0,Rain,light rain,2025-09-01 06:00:00,516
No,298.3,0.0,0.0,71,Clear,sky is clear,2025-09-01 07:00:00,3471
No,302.2,2.0,0.0,63,Rain,heavy rain,2025-09-01 08:00:00,4071
No,292.3,0.0,0.0,85,Clear,sky is clear,2025-09-01 09:00:00,4790
No,302.3,0.5,0.0,38,Rain,light rain,2025-09-01 10:00:00,935
No,307.3,0.0,0.0,23,Clear,sky is clear,2025-09-01 11:00:00,1586
No,296.7,2.0,0.0,0,Rain,heavy rain,2025-09-01 12:00:00,965
No,299.2,0.0,0.0,34,Clear,sky is clear,2025-09-01 13:00:00,1589
No,318.1,0.0,0.0,50,Clouds,overcast clouds,2025-09-01 14:00:00,1426
No,281.7,0.0,0.0,74,Clouds,overcast clouds,2025-09-01 15:00:00,1523
No,283.8,0.0,0.0,80,Clouds,overcast clouds,2025-09-01 16:00:00,3575
No,293.4,0.0,0.0,47,Clear,sky is clear,2025-09-01 17:00:00,4072
No,285.9,0.0,0.0,41,Clouds,overcast clouds,2025-09-01 18:00:00,4191
No,302.3,0.5,0.0,59,Rain,light rain,2025-09-01 19:00:00,798
No,301.1,2.0,0.0,29,Rain,heavy rain,2025-09-01 20:00:00,707
No,275.1,0.5,0.0,59,Rain,light rain,2025-09-01 21:00:00,200
No,284.9,2.0,0.0,63,Rain,heavy rain,2025-09-01 22:00:00,200
No,298.6,0.0,0.0,71,Clear,sky is clear,2025-09-01 23:00:00,434
Yes,292.1,0.5,0.0,0,Rain,light rain,2025-09-02 00:00:00,200
Yes,296.5,0.0,0.5,21,Snow,light snow,2025-09-02 01:00:00,200
Yes,306.2,0.0,0.0,59,Clouds,overcast clouds,2025-09-02 02:00:00,387
Yes,286.2,2.0,0.0,86,Rain,heavy rain,2025-09-02 03:00:00,200
Yes,312.5,0.0,0.0,57,Clouds,overcast clouds,2025-09-02 04:00:00,591
Yes,298.5,0.0,0.0,14,Clear,sky is clear,2025-09-02 05:00:00,764
Yes,287.0,0.0,0.0,42,Clear,sky is clear,2025-09-02 06:00:00,751
Yes,291.2,0.5,0.0,10,Rain,light rain,2025-09-02 07:00:00,3029
Yes,297.4,0.0,0.0,59,Clear,sky is clear,2025-09-02 08:00:00,3283
Yes,292.5,0.0,0.0,38,Clouds,overcast clouds,2025-09-02 09:00:00,4526
Yes,283.3,0.0,0.0,55,Clouds,overcast clouds,2025-09-02 10:00:00,1157
Yes,293.7,0.0,0.0,37,Clouds,overcast clouds,2025-09-02 11:00:00,1629
Yes,303.2,0.0,0.0,24,Clear,sky is clear,2025-09-02 12:00:00,1393
Yes,290.2,2.0,0.0,100,Rain,heavy rain,2025-09-02 13:00:00,1313
Yes,299.8,0.0,0.5,82,Snow,light snow,2025-09-02 14:00:00,765
Yes,294.4,0.5,0.0,55,Rain,light rain,2025-09-02 15:00:00,1061
Yes,302.8,0.0,0.0,62,Clouds,overcast clouds,2025-09-02 16:00:00,4863
Yes,292.9,0.0,0.0,68,Clear,sky is clear,2025-09-02 17:00:00,4864
Yes,296.0,2.0,0.0,88,Rain,heavy rain,2025-09-02 18:00:00,4010
Yes,302.6,0.5,0.0,35,Rain,light rain,2025-09-02 19:00:00,231
Yes,293.1,0.5,0.0,48,Rain,light rain,2025-09-02 20:00:00,288
Yes,285.8,0.0,0.5,29,Snow,light snow,2025-09-02 21:00:00,200
Yes,298.3,2.0,0.0,59,Rain,heavy rain,2025-09-02 22:00:00,494
Yes,288.5,0.0,0.0,34,Clear,sky is clear,2025-09-02 23:00:00,761
No,298.1,0.0,0.0,19,Clear,sky is clear,2025-09-03 00:00:00,699
No,296.2,0.5,0.0,90,Rain,light rain,2025-09-03 01:00:00,200
No,301.9,0.0,0.0,37,Clouds,overcast clouds,2025-09-03 02:00:00,675
No,290.9,0.0,0.0,23,Clear,sky is clear,2025-09-03 03:00:00,651
No,303.5,2.0,0.0,37,Rain,heavy rain,2025-09-03 04:00:00,200
No,295.2,0.0,0.0,46,Clouds,overcast clouds,2025-09-03 05:00:00,846
No,280.9,0.5,0.0,100,Rain,light rain,2025-09-03 06:00:00,634
No,308.4,0.0,0.0,84,Clouds,overcast clouds,2025-09-03 07:00:00,3601
No,299.6,2.0,0.0,18,Rain,heavy rain,2025-09-03 08:00:00,4361
No,305.5,2.0,0.0,77,Rain,heavy rain,2025-09-03 09:00:00,3941
No,278.7,0.0,0.5,6,Snow,light snow,2025-09-03 10:00:00,457
No,298.6,0.0,0.0,87,Clear,sky is clear,2025-09-03 11:00:00,1437
No,298.0,2.0,0.0,46,Rain,heavy rain,2025-09-03 12:00:00,955
No,292.4,0.5,0.0,68,Rain,light rain,2025-09-03 13:00:00,916
No,295.6,0.5,0.0,55,Rain,light rain,2025-09-03 14:00:00,1058
No,300.1,2.0,0.0,70,Rain,heavy rain,2025-09-03 15:00:00,974
No,304.2,0.0,0.5,34,Snow,light snow,2025-09-03 16:00:00,3836
No,294.8,0.0,0.0,58,Clear,sky is clear,2025-09-03 17:00:00,4162
No,308.7,0.0,0.0,68,Clouds,overcast clouds,2025-09-03 18:00:00,4304
No,297.6,0.0,0.0,17,Clouds,overcast clouds,2025-09-03 19:00:00,1102
No,295.5,2.0,0.0,43,Rain,heavy rain,2025-09-03 20:00:00,526
No,287.1,2.0,0.0,30,Rain,heavy rain,2025-09-03 21:00:00,385
No,294.7,0.0,0.0,6,Clouds,overcast clouds,2025-09-03 22:00:00,535
No,292.0,2.0,0.0,74,Rain,heavy rain,2025-09-03 23:00:00,405
No,301.7,0.0,0.5,61,Snow,light snow,2025-09-04 00:00:00,200
No,307.1,0.0,0.0,65,Clear,sky is clear,2025-09-04 01:00:00,664
No,302.5,0.0,0.0,55,Clouds,overcast clouds,2025-09-04 02:00:00,475
No,282.9,0.5,0.0,55,Rain,light rain,2025-09-04 03:00:00,200
No,294.3,2.0,0.0,63,Rain,heavy rain,2025-09-04 04:00:00,200
No,296.5,0.0,0.0,89,Clouds,overcast clouds,2025-09-04 05:00:00,695
No,309.9,0.0,0.5,50,Snow,light snow,2025-09-04 06:00:00,200
No,295.0,0.0,0.0,49,Clouds,overcast clouds,2025-09-04 07:00:00,4258
No,284.8,0.0,0.0,78,Clear,sky is clear,2025-09-04 08:00:00,4380
No,287.9,0.0,0.0,72,Clouds,overcast clouds,2025-09-04 09:00:00,4125
No,296.2,0.0,0.0,99,Clouds,overcast clouds,2025-09-04 10:00:00,1225
No,296.1,0.0,0.0,80,Clear,sky is clear,2025-09-04 11:00:00,1437
No,301.8,0.0,0.0,0,Clouds,overcast clouds,2025-09-04 12:00:00,1346
No,285.9,0.0,0.0,56,Clear,sky is clear,2025-09-04 13:00:00,1531
No,291.4,0.0,0.0,39,Clear,sky is clear,2025-09-04 14:00:00,1543
No,292.6,0.0,0.0,69,Clear,sky is clear,2025-09-04 15:00:00,1476
No,305.9,0.0,0.5,41,Snow,light snow,2025-09-04 16:00:00,2745
No,303.5,2.0,0.0,100,Rain,heavy rain,2025-09-04 17:00:00,3465
No,288.6,0.5,0.0,42,Rain,light rain,2025-09-04 18:00:00,4666
No,296.3,0.0,0.5,12,Snow,light snow,2025-09-04 19:00:00,225
No,305.7,0.0,0.0,64,Clouds,overcast clouds,2025-09-04 20:00:00,865
No,301.3,2.0,0.0,41,Rain,heavy rain,2025-09-04 21:00:00,449
No,312.8,2.0,0.0,54,Rain,heavy rain,2025-09-04 22:00:00,255
No,301.6,0.0,0.5,49,Snow,light snow,2025-09-04 23:00:00,200
No,319.4,0.0,0.0,82,Clouds,overcast clouds,2025-09-05 00:00:00,455
No,300.0,0.0,0.0,62,Clear,sky is clear,2025-09-05 01:00:00,491
No,304.0,2.0,0.0,36,Rain,heavy rain,2025-09-05 02:00:00,200
No,293.1,0.5,0.0,59,Rain,light rain,2025-09-05 03:00:00,357
No,293.0,2.0,0.0,5,Rain,heavy rain,2025-09-05 04:00:00,200
No,303.3,0.0,0.0,94,Clouds,overcast clouds,2025-09-05 05:00:00,679
No,294.8,0.5,0.0,39,Rain,light rain,2025-09-05 06:00:00,455
No,292.3,0.0,0.0,45,Clouds,overcast clouds,2025-09-05 07:00:00,4261
No,285.1,2.0,0.0,23,Rain,heavy rain,2025-09-05 08:00:00,2882
No,301.0,2.0,0.0,36,Rain,heavy rain,2025-09-05 09:00:00,2863
No,294.5,0.0,0.5,91,Snow,light snow,2025-09-05 10:00:00,344
No,296.1,2.0,0.0,45,Rain,heavy rain,2025-09-05 11:00:00,643
No,282.5,0.0,0.5,75,Snow,light snow,2025-09-05 12:00:00,1162
No,285.2,0.5,0.0,20,Rain,light rain,2025-09-05 13:00:00,1104
No,301.8,0.0,0.5,65,Snow,light snow,2025-09-05 14:00:00,525
No,279.1,0.5,0.0,25,Rain,light rain,2025-09-05 15:00:00,959
No,299.7,0.5,0.0,46,Rain,light rain,2025-09-05 16:00:00,3987
No,299.8,0.5,0.0,36,Rain,light rain,2025-09-05 17:00:00,3904
No,292.6,0.0,0.0,72,Clouds,overcast clouds,2025-09-05 18:00:00,3893
No,306.3,0.0,0.0,87,Clouds,overcast clouds,2025-09-05 19:00:00,1106
No,289.8,2.0,0.0,68,Rain,heavy rain,2025-09-05 20:00:00,275
No,288.1,0.0,0.0,31,Clear,sky is clear,2025-09-05 21:00:00,749
No,300.9,0.0,0.0,59,Clouds,overcast clouds,2025-09-05 22:00:00,728
No,303.1,0.0,0.0,86,Clear,sky is clear,2025-09-05 23:00:00,628
No,299.0,0.0,0.0,56,Clear,sky is clear,2025-09-06 00:00:00,200
No,295.6,0.0,0.0,38,Clouds,overcast clouds,2025-09-06 01:00:00,200
No,282.5,0.0,0.0,34,Clear,sky is clear,2025-09-06 02:00:00,200
No,296.9,2.0,0.0,47,Rain,heavy rain,2025-09-06 03:00:00,200
No,295.6,0.0,0.0,60,Clouds,overcast clouds,2025-09-06 04:00:00,200
No,288.6,0.0,0.0,58,Clear,sky is clear,2025-09-06 05:00:00,200
No,299.8,2.0,0.0,37,Rain,heavy rain,2025-09-06 06:00:00,200
No,300.7,2.0,0.0,31,Rain,heavy rain,2025-09-06 07:00:00,2496
No,309.0,0.5,0.0,52,Rain,light rain,2025-09-06 08:00:00,3649
No,295.7,0.0,0.0,39,Clouds,overcast clouds,2025-09-06 09:00:00,2843
No,294.5,0.0,0.5,48,Snow,light snow,2025-09-06 10:00:00,200
No,297.6,2.0,0.0,61,Rain,heavy rain,2025-09-06 11:00:00,200
No,304.4,2.0,0.0,50,Rain,heavy rain,2025-09-06 12:00:00,200
No,283.0,0.0,0.5,37,Snow,light snow,2025-09-06 13:00:00,200
No,292.5,0.0,0.5,53,Snow,light snow,2025-09-06 14:00:00,200
No,296.3,0.0,0.0,42,Clouds,overcast clouds,2025-09-06 15:00:00,333
No,305.8,0.0,0.5,60,Snow,light snow,2025-09-06 16:00:00,1933
No,299.2,0.0,0.0,58,Clear,sky is clear,2025-09-06 17:00:00,2193
No,293.2,0.5,0.0,74,Rain,light rain,2025-09-06 18:00:00,2490
No,290.3,2.0,0.0,27,Rain,heavy rain,2025-09-06 19:00:00,200
No,303.4,0.0,0.5,53,Snow,light snow,2025-09-06 20:00:00,200
No,289.9,0.5,0.0,85,Rain,light rain,2025-09-06 21:00:00,200
No,275.5,0.5,0.0,12,Rain,light rain,2025-09-06 22:00:00,200
No,291.9,2.0,0.0,21,Rain,heavy rain,2025-09-06 23:00:00,200
No,302.8,2.0,0.0,52,Rain,heavy rain,2025-09-07 00:00:00,200
No,306.3,0.0,0.5,16,Snow,light snow,2025-09-07 01:00:00,200
No,303.9,0.5,0.0,88,Rain,light rain,2025-09-07 02:00:00,200
No,299.3,0.0,0.0,94,Clouds,overcast clouds,2025-09-07 03:00:00,200
No,302.4,0.0,0.0,55,Clouds,overcast clouds,2025-09-07 04:00:00,200
No,310.1,0.0,0.5,30,Snow,light snow,2025-09-07 05:00:00,200
No,307.6,2.0,0.0,69,Rain,heavy rain,2025-09-07 06:00:00,200
No,295.1,2.0,0.0,70,Rain,heavy rain,2025-09-07 07:00:00,1900
No,292.8,0.0,0.0,42,Clouds,overcast clouds,2025-09-07 08:00:00,2846
No,293.0,0.0,0.0,92,Clouds,overcast clouds,2025-09-07 09:00:00,1830
No,288.4,0.0,0.0,80,Clear,sky is clear,2025-09-07 10:00:00,343
No,291.4,0.5,0.0,45,Rain,light rain,2025-09-07 11:00:00,200
No,289.0,0.5,0.0,80,Rain,light rain,2025-09-07 12:00:00,200
No,296.6,0.0,0.0,80,Clear,sky is clear,2025-09-07 13:00:00,376
No,299.3,0.0,0.0,19,Clouds,overcast clouds,2025-09-07 14:00:00,200
No,308.6,0.5,0.0,42,Rain,light rain,2025-09-07 15:00:00,200
No,297.1,0.0,0.0,39,Clouds,overcast clouds,2025-09-07 16:00:00,3085
No,297.5,2.0,0.0,72,Rain,heavy rain,2025-09-07 17:00:00,2444
No,302.2,0.5,0.0,57,Rain,light rain,2025-09-07 18:00:00,1980
No,306.9,0.0,0.0,70,Clear,sky is clear,2025-09-07 19:00:00,200
No,308.6,0.5,0.0,32,Rain,light rain,2025-09-07 20:00:00,200
No,283.9,0.0,0.0,40,Clouds,overcast clouds,2025-09-07 21:00:00,200
No,285.9,0.0,0.0,75,Clouds,overcast clouds,2025-09-07 22:00:00,200
No,281.1,0.5,0.0,52,Rain,light rain,2025-09-07 23:00:00,200
No,301.7,0.5,0.0,49,Rain,light rain,2025-09-08 00:00:00,200
No,289.6,0.0,0.0,30,Clouds,overcast clouds,2025-09-08 01:00:00,637
No,286.1,0.0,0.0,64,Clouds,overcast clouds,2025-09-08 02:00:00,644
No,298.8,0.0,0.5,40,Snow,light snow,2025-09-08 03:00:00,200
No,291.9,0.5,0.0,47,Rain,light rain,2025-09-08 04:00:00,200
No,299.7,2.0,0.0,69,Rain,heavy rain,2025-09-08 05:00:00,200
No,299.4,0.0,0.0,55,Clear,sky is clear,2025-09-08 06:00:00,765
No,295.8,0.5,0.0,58,Rain,light rain,2025-09-08 07:00:00,4030
No,293.4,0.0,0.0,46,Clouds,overcast clouds,2025-09-08 08:00:00,4874
No,293.1,0.0,0.5,66,Snow,light snow,2025-09-08 09:00:00,3995
No,298.7,0.0,0.0,81,Clouds,overcast clouds,2025-09-08 10:00:00,1169
No,294.2,0.0,0.0,63,Clear,sky is clear,2025-09-08 11:00:00,1358
No,297.0,0.0,0.5,77,Snow,light snow,2025-09-08 12:00:00,1047
No,292.6,2.0,0.0,64,Rain,heavy rain,2025-09-08 13:00:00,1144
No,307.7,0.0,0.5,57,Snow,light snow,2025-09-08 14:00:00,1097
No,278.3,0.0,0.0,89,Clouds,overcast clouds,2025-09-08 15:00:00,1474
No,286.2,0.0,0.5,67,Snow,light snow,2025-09-08 16:00:00,3662
No,297.6,0.0,0.5,74,Snow,light snow,2025-09-08 17:00:00,3780
No,292.5,0.0,0.0,77,Clear,sky is clear,2025-09-08 18:00:00,3281
No,285.2,0.0,0.5,45,Snow,light snow,2025-09-08 19:00:00,216
No,284.2,0.0,0.0,38,Clouds,overcast clouds,2025-09-08 20:00:00,965
No,306.0,0.0,0.0,86,Clear,sky is clear,2025-09-08 21:00:00,795
No,285.8,2.0,0.0,47,Rain,heavy rain,2025-09-08 22:00:00,200
No,296.7,0.0,0.0,40,Clear,sky is clear,2025-09-08 23:00:00,628
No,300.9,2.0,0.0,100,Rain,heavy rain,2025-09-09 00:00:00,200
No,283.8,0.0,0.0,63,Clear,sky is clear,2025-09-09 01:00:00,395
No,271.4,0.0,0.5,66,Snow,light snow,2025-09-09 02:00:00,200
No,294.7,0.0,0.0,24,Clear,sky is clear,2025-09-09 03:00:00,679
No,294.3,0.0,0.0,55,Clear,sky is clear,2025-09-09 04:00:00,505
No,286.5,0.0,0.0,83,Clear,sky is clear,2025-09-09 05:00:00,758
No,290.3,0.0,0.0,60,Clouds,overcast clouds,2025-09-09 06:00:00,792
No,296.1,0.0,0.5,60,Snow,light snow,2025-09-09 07:00:00,3101
No,292.2,0.0,0.0,74,Clouds,overcast clouds,2025-09-09 08:00:00,4655
No,286.2,0.5,0.0,81,Rain,light rain,2025-09-09 09:00:00,4373
No,303.2,2.0,0.0,71,Rain,heavy rain,2025-09-09 10:00:00,1249
No,297.9,2.0,0.0,78,Rain,heavy rain,2025-09-09 11:00:00,920
No,310.0,0.5,0.0,86,Rain,light rain,2025-09-09 12:00:00,958
No,293.9,0.0,0.5,99,Snow,light snow,2025-09-09 13:00:00,1098
No,299.4,0.0,0.0,55,Clouds,overcast clouds,2025-09-09 14:00:00,1346
No,298.3,0.0,0.0,25,Clouds,overcast clouds,2025-09-09 15:00:00,1397
No,289.9,0.0,0.5,65,Snow,light snow,2025-09-09 16:00:00,3657
No,291.7,0.5,0.0,30,Rain,light rain,2025-09-09 17:00:00,3490
No,284.1,0.0,0.0,27,Clear,sky is clear,2025-09-09 18:00:00,4848
No,288.9,0.5,0.0,59,Rain,light rain,2025-09-09 19:00:00,856
No,300.7,0.0,0.0,39,Clouds,overcast clouds,2025-09-09 20:00:00,716
No,305.6,0.0,0.0,62,Clear,sky is clear,2025-09-09 21:00:00,568
No,293.8,2.0,0.0,53,Rain,heavy rain,2025-09-09 22:00:00,248
No,296.3,0.0,0.5,45,Snow,light snow,2025-09-09 23:00:00,200
No,284.3,0.0,0.0,27,Clear,sky is clear,2025-09-10 00:00:00,625
No,293.7,0.0,0.0,25,Clouds,overcast clouds,2025-09-10 01:00:00,562
No,296.1,0.0,0.0,14,Clear,sky is clear,2025-09-10 02:00:00,647
No,298.8,0.5,0.0,63,Rain,light rain,2025-09-10 03:00:00,232
No,284.4,0.0,0.5,16,Snow,light snow,2025-09-10 04:00:00,200
No,301.9,0.0,0.0,58,Clear,sky is clear,2025-09-10 05:00:00,908
No,277.4,2.0,0.0,91,Rain,heavy rain,2025-09-10 06:00:00,551
No,285.3,0.5,0.0,59,Rain,light rain,2025-09-10 07:00:00,3554
No,301.1,0.0,0.0,60,Clear,sky is clear,2025-09-10 08:00:00,4535
No,299.6,0.0,0.5,62,Snow,light snow,2025-09-10 09:00:00,3378
No,287.0,0.0,0.5,35,Snow,light snow,2025-09-10 10:00:00,486
No,300.5,0.0,0.5,11,Snow,light snow,2025-09-10 11:00:00,344
No,296.9,0.0,0.0,1,Clear,sky is clear,2025-09-10 12:00:00,1660
No,297.9,0.0,0.5,43,Snow,light snow,2025-09-10 13:00:00,1048
No,296.2,0.5,0.0,50,Rain,light rain,2025-09-10 14:00:00,1052
No,291.7,0.5,0.0,47,Rain,light rain,2025-09-10 15:00:00,723
No,288.9,0.0,0.5,47,Snow,light snow,2025-09-10 16:00:00,3748
No,299.7,0.0,0.0,56,Clear,sky is clear,2025-09-10 17:00:00,4713
No,294.3,0.0,0.0,76,Clear,sky is clear,2025-09-10 18:00:00,3518
No,302.9,2.0,0.0,35,Rain,heavy rain,2025-09-10 19:00:00,200
No,285.0,2.0,0.0,81,Rain,heavy rain,2025-09-10 20:00:00,200
No,299.0,0.0,0.0,88,Clear,sky is clear,2025-09-10 21:00:00,838
No,295.1,0.0,0.0,91,Clear,sky is clear,2025-09-10 22:00:00,511
No,296.1,0.0,0.0,40,Clouds,overcast clouds,2025-09-10 23:00:00,699
No,285.5,2.0,0.0,66,Rain,heavy rain,2025-09-11 00:00:00,200
No,307.4,2.0,0.0,15,Rain,heavy rain,2025-09-11 01:00:00,313
No,289.2,0.5,0.0,7,Rain,light rain,2025-09-11 02:00:00,200
No,303.1,2.0,0.0,39,Rain,heavy rain,2025-09-11 03:00:00,521
No,302.9,0.5,0.0,50,Rain,light rain,2025-09-11 04:00:00,200
No,295.8,2.0,0.0,0,Rain,heavy rain,2025-09-11 05:00:00,200
No,291.8,2.0,0.0,80,Rain,heavy rain,2025-09-11 06:00:00,246
No,295.2,2.0,0.0,50,Rain,heavy rain,2025-09-11 07:00:00,4373
No,293.4,2.0,0.0,55,Rain,heavy rain,2025-09-11 08:00:00,3941
No,302.8,2.0,0.0,21,Rain,heavy rain,2025-09-11 09:00:00,3168
No,284.9,0.0,0.0,56,Clear,sky is clear,2025-09-11 10:00:00,1488
No,302.4,0.0,0.0,100,Clear,sky is clear,2025-09-11 11:00:00,1405
No,304.9,0.5,0.0,54,Rain,light rain,2025-09-11 12:00:00,859
No,302.4,0.0,0.0,38,Clear,sky is clear,2025-09-11 13:00:00,1410
No,280.1,2.0,0.0,34,Rain,heavy rain,2025-09-11 14:00:00,610
No,302.1,0.0,0.0,53,Clouds,overcast clouds,2025-09-11 15:00:00,1452
No,302.2,0.0,0.0,17,Clear,sky is clear,2025-09-11 16:00:00,4485
No,310.2,0.0,0.0,60,Clouds,overcast clouds,2025-09-11 17:00:00,3185
No,312.5,0.5,0.0,50,Rain,light rain,2025-09-11 18:00:00,3075
No,299.2,0.0,0.0,18,Clear,sky is clear,2025-09-11 19:00:00,861
No,300.8,2.0,0.0,19,Rain,heavy rain,2025-09-11 20:00:00,255
No,308.0,2.0,0.0,48,Rain,heavy rain,2025-09-11 21:00:00,208
No,293.7,0.0,0.0,98,Clouds,overcast clouds,2025-09-11 22:00:00,719
No,304.7,0.0,0.0,21,Clear,sky is clear,2025-09-11 23:00:00,617
No,288.5,0.5,0.0,73,Rain,light rain,2025-09-12 00:00:00,228
No,296.4,2.0,0.0,0,Rain,heavy rain,2025-09-12 01:00:00,200
No,306.2,0.0,0.5,35,Snow,light snow,2025-09-12 02:00:00,200
No,300.9,2.0,0.0,42,Rain,heavy rain,2025-09-12 03:00:00,200
No,287.1,0.0,0.0,13,Clouds,overcast clouds,2025-09-12 04:00:00,725
No,294.2,0.5,0.0,35,Rain,light rain,2025-09-12 05:00:00,426
No,289.8,0.0,0.5,49,Snow,light snow,2025-09-12 06:00:00,564
No,296.8,0.0,0.0,98,Clouds,overcast clouds,2025-09-12 07:00:00,4509
